"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @JetBlue: Gain some clara-ty on Cuba. Service starts Aug 31! #HolaCuba #destinationfriday <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5> @ascapevr  https://t.co/PNRk6209jq https://t…",FALSE,0,NA,2016-09-26 16:35:02,FALSE,NA,"780445585182695424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MsTineo",42,TRUE,FALSE,NA,NA
"RT @JetBlue: We just cut the ribbon on our first flight to Cuba! Join us on Snapchat or Instagram for coverage! #HolaCuba <ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA> https://t.co/m…",FALSE,0,NA,2016-09-26 16:33:39,FALSE,NA,"780445237663629313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MsTineo",397,TRUE,FALSE,NA,NA
"RT @AirfareSpot: #Boston to #Washington, #Chicago or #Cleveland and vice versa from $86 R/T nonstop [@JetBlue] https://t.co/4ZBuRpD2ez",FALSE,0,NA,2016-09-26 16:32:58,FALSE,NA,"780445065240018944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flawedfacade",7,TRUE,FALSE,NA,NA
"@MCO @flyLAXairport @JetBlue this is literally the best news!!!!!! Thank you!!!!!!!!!",FALSE,2,"MCO",2016-09-26 16:32:04,FALSE,"780444402980446208","780444841205493760","366027659","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","mrryanw",0,FALSE,FALSE,NA,NA
"RT @gcmap: ""The White Hub"" is today's Featured Map on https://t.co/s63h1BJSLG. @crankyflier @JetBlue @Airbus",FALSE,0,NA,2016-09-26 16:29:26,FALSE,NA,"780444176584282112",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","crankyflier",1,TRUE,FALSE,NA,NA
".@JetBlue Takes Off from Orlando to Los Angeles https://t.co/JFhYjwLtsc",FALSE,1,NA,2016-09-26 16:27:59,FALSE,NA,"780443812393062400",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","airwayslive",0,FALSE,FALSE,NA,NA
"Higher Price Target Forecasts: @JetBlue Airways Corporation ... - Is stories : https://t.co/WjtxEVW6oK",FALSE,0,NA,2016-09-26 16:27:06,FALSE,NA,"780443590916923392",NA,"<a href=""http://www.flight.org"" rel=""nofollow"">JetBlue</a>","JetBlueNews",0,FALSE,FALSE,NA,NA
"RT @MargieMiklas: Thank you @JetBlue for the complimentary WiFi this morning! #travel #airlines https://t.co/QF9mOMopjO",FALSE,0,NA,2016-09-26 16:20:27,FALSE,NA,"780441916986957824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","palucas6",1,TRUE,FALSE,NA,NA
"RT @JetBlue: Arnold Palmer inspired millions—including many of our own crewmembers involved in The Latrobe Classic: https://t.co/aW0eA9BuUn…",FALSE,0,NA,2016-09-26 16:20:12,FALSE,NA,"780441854919610368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jeffkatzshow",19,TRUE,FALSE,NA,NA
"#Video Empujando a pulso un avión de @JetBlue. Por una buena causa en @BostonLogan. https://t.co/5tXnqRAh4q",FALSE,0,NA,2016-09-26 16:06:49,FALSE,NA,"780438486516113408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AviacionUSA",0,FALSE,FALSE,NA,NA
".@jetBlue's corp offices are beyond amazing. Functional but true to the airline's brand. Always a pleasure meeting with your team @martysg.",FALSE,0,NA,2016-09-26 16:06:40,FALSE,NA,"780438447047766016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PeterHarders",0,FALSE,FALSE,NA,NA
"@JetBlue situation is three adults but originally wasn't setup as 2parents+1child and since it uses DOB can't trick it ha",FALSE,0,"JetBlue",2016-09-26 16:01:36,FALSE,"780436249005916164","780437172692324352","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","edgarar88",0,FALSE,FALSE,NA,NA
"@HawaiianAir and @JetBlue betting on new age of @Airbus  models to extend their networks - without wide bodies: https://t.co/Y9v03LJjao",FALSE,0,"HawaiianAir",2016-09-26 16:01:09,FALSE,NA,"780437060905762816","34720571","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","EveryMundo",0,FALSE,FALSE,NA,NA
"TFW you pay $18 for @jetblue premium wifi so you can git push via ssh, then remember you can do that over HTTPS <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6>",FALSE,4,NA,2016-09-26 15:59:59,FALSE,NA,"780436767363039232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philwinkle",0,FALSE,FALSE,NA,NA
"RT @JetBlue: Arnold Palmer inspired millions—including many of our own crewmembers involved in The Latrobe Classic: https://t.co/aW0eA9BuUn…",FALSE,0,NA,2016-09-26 15:59:51,FALSE,NA,"780436732080640000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelloJetBlue",19,TRUE,FALSE,NA,NA
"""The White Hub"" is today's Featured Map on https://t.co/s63h1BJSLG. @crankyflier @JetBlue @Airbus",FALSE,0,NA,2016-09-26 15:55:35,FALSE,NA,"780435658691059712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gcmap",1,FALSE,FALSE,NA,NA
"RT @JenniferMascia: On @JetBlue flights, @GunDeaths is blocked, but @NRA is not. https://t.co/hb6ofZLczy",FALSE,0,NA,2016-09-26 15:53:54,FALSE,NA,"780435235175407616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenn976",20,TRUE,FALSE,NA,NA
"W/ Giselle Cortes, the Latina at JetBlue who got @JetBlue to be the first commercial airlines to fly into Cuba in a… https://t.co/y9Hr40kXVN",FALSE,1,NA,2016-09-26 15:53:22,TRUE,NA,"780435099288473600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RRodriguezPhD",0,FALSE,FALSE,NA,NA
"Why doesnt @JetBlue allow more then 2 adults in the family pool program?",FALSE,0,NA,2016-09-26 15:51:46,FALSE,NA,"780434696299802626",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","edgarar88",0,FALSE,FALSE,NA,NA
"RT @JetBlue: Arnold Palmer inspired millions—including many of our own crewmembers involved in The Latrobe Classic: https://t.co/aW0eA9BuUn…",FALSE,0,NA,2016-09-26 15:47:39,FALSE,NA,"780433663041347584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ilirprogri",19,TRUE,FALSE,NA,NA
"Hot Services Stocks To Watch Right Now: @JetBlue Airways ... - The Independent Republic : https://t.co/ALfBLJiBZY",FALSE,0,NA,2016-09-26 15:47:06,FALSE,NA,"780433522112679936",NA,"<a href=""http://www.flight.org"" rel=""nofollow"">JetBlue</a>","JetBlueNews",0,FALSE,FALSE,NA,NA
"RT @PRTourismCo: Take advantage of these incredible @JetBlue fares to Puerto Rico from JFK or ORD!

https://t.co/RM7kOBFN0v https://t.co/pB…",FALSE,0,NA,2016-09-26 15:46:49,FALSE,NA,"780433451656814592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SJessemar01",20,TRUE,FALSE,NA,NA
"RT @JetBlue: Arnold Palmer inspired millions—including many of our own crewmembers involved in The Latrobe Classic: https://t.co/aW0eA9BuUn…",FALSE,0,NA,2016-09-26 15:46:27,FALSE,NA,"780433359642107904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Law1Gloria",19,TRUE,FALSE,NA,NA
"RT @JetBlue: Arnold Palmer inspired millions—including many of our own crewmembers involved in The Latrobe Classic: https://t.co/aW0eA9BuUn…",FALSE,0,NA,2016-09-26 15:46:08,FALSE,NA,"780433280185147392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anitareid35",19,TRUE,FALSE,NA,NA
"@JetBlue broke the wheels off my bag, I'm trying to call them and their 1800 isn't working",FALSE,0,"JetBlue",2016-09-26 15:45:05,FALSE,NA,"780433016036335618","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MsLW666",0,FALSE,FALSE,NA,NA
"@JetBlue has done it again <U+2764><U+FE0F> #handwritten #bestserviceever #forevercustomer https://t.co/9JoQsjPejI",FALSE,6,"JetBlue",2016-09-26 15:41:23,FALSE,NA,"780432085303435264","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KnownEmpress",1,FALSE,FALSE,NA,NA
"RT @AirfareSpot: #Miami (#FLL) to #Aruba for 78 O/W (190 R/T) nonstop [@JetBlue] https://t.co/zvxLvJZmtB",FALSE,0,NA,2016-09-26 15:40:15,FALSE,NA,"780431801718300672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jolie_Minou",6,TRUE,FALSE,NA,NA
"RT @JenniferMascia: On @JetBlue flights, @GunDeaths is blocked, but @NRA is not. https://t.co/hb6ofZLczy",FALSE,0,NA,2016-09-26 15:36:33,FALSE,NA,"780430870595371008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pro_2_A",20,TRUE,FALSE,NA,NA
"@digginnthedirt ...official Social Media pages (Facebook and Twitter @JetBlue). 2/2",FALSE,1,"digginnthedirt",2016-09-26 15:34:38,FALSE,"780429924511289349","780430386803404800","765222859","<a href=""http://www.sparkcentral.com"" rel=""nofollow"">Sparkcentral.com</a>","JetBlue",0,FALSE,FALSE,NA,NA
"@JetBlue thank you for the prompt reply",FALSE,0,"JetBlue",2016-09-26 15:32:48,FALSE,"780429340383248384","780429924511289349","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","digginnthedirt",0,FALSE,FALSE,NA,NA
"RT @AirfareSpot: #Boston to #Washington, #Chicago or #Cleveland and vice versa from $86 R/T nonstop [@JetBlue] https://t.co/4ZBuRpD2ez",FALSE,0,NA,2016-09-26 15:30:26,FALSE,NA,"780429327800434688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","milesfortrips",7,TRUE,FALSE,NA,NA
"@JetBlue Is this legit? https://t.co/lA2GeKz6h3",FALSE,0,"JetBlue",2016-09-26 15:29:43,FALSE,NA,"780429148585984001","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","digginnthedirt",0,FALSE,FALSE,NA,NA
"Excited about my session today on Latino talent initiatives @JetBlue #HispanicHeritageMonth https://t.co/8LwCYd1nuY",FALSE,3,NA,2016-09-26 15:29:26,FALSE,NA,"780429078193115137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RRodriguezPhD",0,FALSE,FALSE,NA,NA
"@elvisduran @JetBlue Isnt the extra leg room option, awesome! Love JetBlue!",FALSE,2,"elvisduran",2016-09-26 15:29:00,FALSE,"779963075667464192","780428968658960388","19956026","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Coleman240",0,FALSE,FALSE,NA,NA
"I support the proposed new route @jetblue.
Campaign seeks JetBlue air service https://t.co/f4DDn8qgMk",FALSE,1,NA,2016-09-26 15:21:42,FALSE,NA,"780427130517815296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HolnessD9",0,FALSE,FALSE,NA,NA
"@cuddysays Hilarious insite on the future of interactive media! Check out the video at https://t.co/uIpksTpyX6 created by @JetBlue #moonmo",FALSE,0,"cuddysays",2016-09-26 15:21:28,FALSE,NA,"780427072682520577","771406562464264192","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kblackburn0",1,FALSE,FALSE,NA,NA
"@cuddysays shared this awesome video showcasing an interactive billboard by @JetBlue #moonmo https://t.co/7t9OgCfPM5",FALSE,0,"cuddysays",2016-09-26 15:21:08,FALSE,NA,"780426989102563328","771406562464264192","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ClantonMatthew",1,FALSE,FALSE,NA,NA
"Smart billboards! @JetBlue's video shows what billboards could look like in the future, with more interactivity. Thanks @cuddysays! #MoOnMo",FALSE,0,NA,2016-09-26 15:21:01,FALSE,NA,"780426960262529025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bwhite476",1,FALSE,FALSE,NA,NA
".@cuddysays shows video of @JetBlue billboard that interacts with customers. These are expected to become more common in the future. #MoOnMo",FALSE,0,NA,2016-09-26 15:20:25,FALSE,NA,"780426809133367296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PLeBlancTV",1,FALSE,FALSE,NA,NA
"@cuddysays got the entire class loling with this Smart Billboard vid from @JetBlue  https://t.co/UtXxzoEMZe
#moonmo",FALSE,0,"cuddysays",2016-09-26 15:20:10,FALSE,NA,"780426743928750080","771406562464264192","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","emmorency",1,FALSE,FALSE,NA,NA
".@cuddysays discusses smart billboards used by @JetBlue https://t.co/2Ws9BZUcns #MoOnMo",FALSE,0,NA,2016-09-26 15:19:59,FALSE,NA,"780426701117480960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoyceChoi97",1,FALSE,FALSE,NA,NA
"@cuddysays discussing ""Smart Billboards"" for her #MoOnMo, making @jetblue actually look cool",FALSE,0,"cuddysays",2016-09-26 15:19:38,FALSE,NA,"780426612160344064","771406562464264192","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MorganAIexander",1,FALSE,FALSE,NA,NA
"@cuddysays shows us the future of advertising - @JetBlue what an awesome ad! https://t.co/96ldxiif60",FALSE,0,"cuddysays",2016-09-26 15:19:08,FALSE,NA,"780426484582408192","771406562464264192","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MeganJurnakELN",1,FALSE,FALSE,NA,NA
"@cuddysays introducing the idea of Smart Billboards used by @JetBlue just another reason Jet Blue is my favorite airline #moonmo",FALSE,1,"cuddysays",2016-09-26 15:18:27,FALSE,NA,"780426314620739584","771406562464264192","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","emmorency",1,FALSE,FALSE,NA,NA
"@JetBlue flights to #Atlanta starting March 2017<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B2><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+008E>",FALSE,0,"JetBlue",2016-09-26 15:18:19,FALSE,NA,"780426280483352576","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Applejaxx",0,FALSE,FALSE,NA,NA
"@JetBlue If you give away one you should credit all. Same with free bag check loophole at gate versus have to pay at check in",FALSE,0,"JetBlue",2016-09-26 15:14:21,FALSE,"780424454367313923","780425282368991232","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FeeneyBr",0,FALSE,FALSE,NA,NA
"@JetBlue PVD for example who didn't vs. MCO who did",FALSE,0,"JetBlue",2016-09-26 15:13:11,FALSE,"780424454367313923","780424989879234560","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FeeneyBr",0,FALSE,FALSE,NA,NA
"@JetBlue Makes no sense. Bigger airports do give paying customers preference. You have a training issue in smaller airports",FALSE,0,"JetBlue",2016-09-26 15:12:38,FALSE,"780424454367313923","780424848556322816","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FeeneyBr",0,FALSE,FALSE,NA,NA
"@JetBlue Additional traveling parties of those who paid should get preference for free upgrades to extra cost seats not those who paid zero",FALSE,0,"FeeneyBr",2016-09-26 15:10:21,FALSE,"780423603229712384","780424276918829056","277666586","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FeeneyBr",0,FALSE,FALSE,NA,NA
"@JetBlue tbh don't know why anyone would fly something other than jet blue. Y'all are the best &amp; I heard that u got vegan snack packs now!",FALSE,0,"JetBlue",2016-09-26 15:10:02,FALSE,"780423188488523777","780424194081234944","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelloJewlie",0,FALSE,FALSE,NA,NA
"@JetBlue once again you give away all the exit row extra cost seats except mine and one other who paid. #thirdworldairline",FALSE,1,"JetBlue",2016-09-26 15:07:41,FALSE,NA,"780423603229712384","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FeeneyBr",0,FALSE,FALSE,NA,NA
"Volatile Movements - @JetBlue Airways Corporation, (NASDAQ:JBLU), Aurinia Pharmaceuticals, (NASDAQ:AUPH), Vis",FALSE,0,NA,2016-09-26 15:06:06,FALSE,NA,"780423205894750209",NA,"<a href=""http://www.flight.org"" rel=""nofollow"">JetBlue</a>","JetBlueNews",0,FALSE,FALSE,NA,NA
"So disappointed with boarding @JetBlue! Boarding is unorganized. 2 bags per 3 seats. Be like @Delta -pink tag bags are at the gate. #jfklax",FALSE,0,NA,2016-09-26 15:04:46,FALSE,NA,"780422871055077376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LIBeachGal",0,FALSE,FALSE,NA,NA
"@JetBlue I really didn't need 1 more reason to <ed><U+00A0><U+00BD><ed><U+00B2><U+0099> u, but this rooftop lounge post security is EVERYTHING. Sunshine h… https://t.co/t4CascjzhS",FALSE,1,"JetBlue",2016-09-26 15:02:16,TRUE,NA,"780422242672910336","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelloJewlie",1,FALSE,FALSE,NA,NA
"RT @b6bwong: Double #rainbow on approach!  What does it all mean?!? @JetBlue  @HelloJetBlue https://t.co/iUirwQ0fk1",FALSE,0,NA,2016-09-26 15:00:44,FALSE,NA,"780421856859787266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelloJetBlue",1,TRUE,FALSE,NA,NA
"@Delta terminal in LGA is really awesome! The plane itself, not so much.. sticking to @JetBlue !!",FALSE,0,"Delta",2016-09-26 14:54:07,FALSE,NA,"780420191251488768","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","valeriem03",0,FALSE,FALSE,NA,NA
"@JetBlue what is the weight limit on bags before u get the extra charge? I don't know if it matters but i also purchased the even more space",FALSE,0,"JetBlue",2016-09-26 14:48:35,FALSE,NA,"780418797429723137","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Manny_P110",0,FALSE,FALSE,NA,NA
"RT @AirfareSpot: #Boston to #Washington, #Chicago or #Cleveland and vice versa from $86 R/T nonstop [@JetBlue] https://t.co/4ZBuRpD2ez",FALSE,0,NA,2016-09-26 14:46:55,FALSE,NA,"780418377261150208",NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>","MzCrystalBella",7,TRUE,FALSE,NA,NA
"#Boston to #Washington, #Chicago or #Cleveland and vice versa from $86 R/T nonstop [@JetBlue] https://t.co/4ZBuRpD2ez",FALSE,1,NA,2016-09-26 14:45:28,FALSE,NA,"780418013623386114",NA,"<a href=""http://www.airfarespot.com"" rel=""nofollow"">Airfare Spot</a>","AirfareSpot",7,FALSE,FALSE,NA,NA
"@W_Angels_Wings @libra6managment @nine_oh @DrJimmyStar @kazaston @Disney @JetBlue @TDBank_US @AmericanAir#thanks",FALSE,0,"macandsoul",2016-09-26 14:45:12,FALSE,"779145863440560128","780417944815742976","3295224437","<a href=""https://commun.it"" rel=""nofollow"">Commun.it</a>","macandsoul",0,FALSE,FALSE,NA,NA
"While some airlines do a cattle call, @JetBlue takes time for parents, vets, &amp; ppl who just need more time. #thanks

https://t.co/Ui36JOMEl7",FALSE,0,NA,2016-09-26 14:42:59,FALSE,NA,"780417388663697408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","babyfriendlydc",0,FALSE,FALSE,NA,NA
"@AndyWeAreGolden Oh no! That;s the worst.  What's even the point of flying @JetBlue then?",FALSE,1,"AndyWeAreGolden",2016-09-26 14:42:36,FALSE,"780416565430792192","780417291305517056","298951391","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","torrencebrowne",0,FALSE,FALSE,NA,NA
"Should buy a lottery ticket considering how lucky I've been the past few times flying @JetBlue to get the 1 seat where the TV isn't working",FALSE,4,NA,2016-09-26 14:39:43,FALSE,NA,"780416565430792192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndyWeAreGolden",0,FALSE,FALSE,NA,NA
"RT @RAAtweets: Congratulations to .@CapeAir and .@JetBlue on their newly inked codeshare agreement! https://t.co/uAdALHiQ7H",FALSE,0,NA,2016-09-26 14:37:11,FALSE,NA,"780415929394036736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AABIntl",1,TRUE,FALSE,NA,NA
"Some good peeps on this list! Hurry up @JetBlue! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+0081> https://t.co/wluzgZkLlL",FALSE,3,NA,2016-09-26 14:35:46,FALSE,NA,"780415571695325184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiriRod",0,FALSE,FALSE,NA,NA
"@JetBlue Signs Mega Renewable Fuel Deal With SG Preston - @InvestingCom : https://t.co/9H6lxjZuRy",FALSE,0,"JetBlue",2016-09-26 14:26:05,FALSE,NA,"780413135958085632","6449282","<a href=""http://www.flight.org"" rel=""nofollow"">Airline Fuel</a>","AirlineFuel",0,FALSE,FALSE,NA,NA
"Double #rainbow on approach!  What does it all mean?!? @JetBlue  @HelloJetBlue https://t.co/iUirwQ0fk1",FALSE,5,NA,2016-09-26 14:25:46,FALSE,NA,"780413054941065216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b6bwong",1,FALSE,FALSE,NA,NA
"@e_russell Talk about choice. @JetBlue becomes 6th airline in market.  All we need is @SpiritAirlines to join in the party.",FALSE,0,"e_russell",2016-09-26 14:18:48,FALSE,"780409353811689473","780411302162210816","51659154","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LAflyr",0,FALSE,FALSE,NA,NA
"I'm a longtime @AmericanAir FF but very impressed with @JetBlue's internet and general experience. Been a few yrs but you're still on top",FALSE,0,NA,2016-09-26 14:14:10,FALSE,NA,"780410135499767808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","djikas",0,FALSE,FALSE,NA,NA
"RT @macandsoul: @libra6managment @nine_oh @DrJimmyStar @kazaston
@Disney @JetBlue @TDBank_US @AmericanAir#thanks https://t.co/65IJpgt0vn",FALSE,0,NA,2016-09-26 14:03:14,FALSE,NA,"780407385009643520",NA,"<a href=""https://copromote.com/"" rel=""nofollow"">CoPromote</a>","sheilaljackson",55,TRUE,FALSE,NA,NA
"Congratulations to .@CapeAir and .@JetBlue on their newly inked codeshare agreement! https://t.co/uAdALHiQ7H",FALSE,2,NA,2016-09-26 14:03:07,FALSE,NA,"780407357666885632",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","RAAtweets",1,FALSE,FALSE,NA,NA
"In this episode of ""Shannon attempts successful air travel"": my location= Boston, my gate-checked bag's location= Newark? So close @JetBlue",FALSE,0,NA,2016-09-26 13:59:23,FALSE,NA,"780406415634604032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shan_raym",0,FALSE,FALSE,NA,NA
"RT @AirfareSpot: #NewYork to #Grenada (#Caribbean island) for $343 R/T nonstop [@JetBlue] https://t.co/o3GAhNnBff",FALSE,0,NA,2016-09-26 13:57:35,FALSE,NA,"780405964830806016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","milesfortrips",5,TRUE,FALSE,NA,NA
"low because this exact thing happened to me with @JetBlue and their help was so amazing I also tweeted about it. It's in my tweet history.",FALSE,0,"cicichirinos",2016-09-26 13:47:32,FALSE,"780403268421689344","780403433236860928","1021352312","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cicichirinos",0,FALSE,FALSE,NA,NA
"@RunwayGirl @crankyflier @JetBlue Hurry my shares are down! Expand , Expand!",FALSE,0,"RunwayGirl",2016-09-26 13:41:34,FALSE,"780396265494368257","780401932120711169","17542672","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VMGSA",0,FALSE,FALSE,NA,NA
"@JetBlue  Close your eyes and enjoy the TAKEOFF! <ed><U+00A0><U+00BD><ed><U+00BB><U+00AB><ed><U+00A0><U+00BD><ed><U+00B8><U+00AC>",FALSE,2,"JetBlue",2016-09-26 13:35:42,FALSE,NA,"780400457487310852","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dusty_ortiz",0,FALSE,FALSE,NA,NA
"@reneegraziano @JetBlue so true...went through it",FALSE,0,"reneegraziano",2016-09-26 13:34:12,FALSE,"780184718591594500","780400079899205632","283830242","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarkHaymanM",0,FALSE,FALSE,NA,NA
"Me voy de viaje por 15 dias en #Octubre2016 y mes de mi cumple#32 que buen regalo un viaje ida y vuelta ;) <U+2665> @JetBlue",FALSE,0,NA,2016-09-26 13:32:11,FALSE,NA,"780399570853376000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ana_jazmin25",0,FALSE,FALSE,NA,NA
"@JetBlue Thanks for another great flight! #990",FALSE,0,"JetBlue",2016-09-26 13:25:20,FALSE,NA,"780397848206729216","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReadItBackGirl",0,FALSE,FALSE,NA,NA
"@SouthwestAir Gracias por su ayuda Ya reserve con @JetBlue de #SanJuanPuertoRico a #SantoDomingoRD #IdaYVuelta para mi, mi mamá y mi perrito",FALSE,0,"SouthwestAir",2016-09-26 13:19:47,FALSE,"780262092095893504","780396451423588352","7212562","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ana_jazmin25",0,FALSE,FALSE,NA,NA
"RT @JenniferMascia: On @JetBlue flights, @GunDeaths is blocked, but @NRA is not. https://t.co/hb6ofZLczy",FALSE,0,NA,2016-09-26 13:16:22,FALSE,NA,"780395589070708736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the_amphibian",20,TRUE,FALSE,NA,NA
